Trade_ID,Descr,Asset,FirstDate,LastDate,TradeEntry,TradeExit,USD_Notional,Num_Lots,Total PnL
5bb87b214d_NQ1Ind_1,NASDAQ 100 E-MINI,NQ1 Index,1999-07-20,1999-07-26,4730.533333333334,4617.5,0.0,0.0,-535340.0
5bb87b214d_US1Com_1,US LONG BOND(CBT),US1 Comdty,1999-08-02,1999-08-03,30.560416666666665,31.3125,0.0,0.0,0.0
5bb87b214d_US1Com_2,US LONG BOND(CBT),US1 Comdty,1999-09-02,1999-09-03,29.795833333333334,29.84375,19107675.0,625.0,24245.833333332856
5bb87b214d_US1Com_3,US LONG BOND(CBT),US1 Comdty,1999-12-16,1999-12-17,27.983333333333334,27.84375,0.0,0.0,0.0
5bb87b214d_NQ1Ind_2,NASDAQ 100 E-MINI,NQ1 Index,2000-03-30,2000-04-05,6507.9,6250.5,14881440.0,112.0,-547541.9999999992
5bb87b214d_NQ1Ind_3,NASDAQ 100 E-MINI,NQ1 Index,2000-04-24,2000-04-26,5564.266666666666,5825.0,9821200.0,86.0,453176.0000000004
5bb87b214d_US1Com_4,US LONG BOND(CBT),US1 Comdty,2000-05-18,2000-05-19,29.68958333333333,29.59375,0.0,0.0,0.0
5bb87b214d_NQ1Ind_4,NASDAQ 100 E-MINI,NQ1 Index,2000-09-05,2000-09-11,6174.933333333333,5921.0,44082640.0,353.0,-1445888.666666667
5bb87b214d_NQ1Ind_5,NASDAQ 100 E-MINI,NQ1 Index,2000-10-10,2000-10-16,5270.5,5329.0,20320920.0,188.0,234470.0
5bb87b214d_NQ1Ind_6,NASDAQ 100 E-MINI,NQ1 Index,2000-10-25,2000-10-31,5269.233333333334,5163.5,13709650.0,127.0,-262329.33333333395
5bb87b214d_NQ1Ind_7,NASDAQ 100 E-MINI,NQ1 Index,2000-11-28,2000-12-04,4748.033333333334,4634.5,13002020.0,134.0,-288838.0000000011
5bb87b214d_NQ1Ind_8,NASDAQ 100 E-MINI,NQ1 Index,2000-12-19,2000-12-26,4501.866666666667,4495.0,12294520.0,133.0,-19628.666666666977
5bb87b214d_US1Com_5,US LONG BOND(CBT),US1 Comdty,2001-01-11,2001-01-12,40.41041666666667,40.46875,22535812.5,548.0,25841.666666665198
