Trade_ID,Descr,Asset,FirstDate,LastDate,TradeEntry,TradeExit,USD_Notional,Num_Lots,Total PnL
da2e183cf8_US1Com_1,US LONG BOND(CBT),US1 Comdty,1999-06-25,1999-06-28,30.021875,30.1875,17088500.0,572.0,85628.12499999927
da2e183cf8_NQ1Ind_1,NASDAQ 100 E-MINI,NQ1 Index,1999-07-07,1999-07-09,4677.575,4698.5,0.0,0.0,0.0
da2e183cf8_NQ1Ind_2,NASDAQ 100 E-MINI,NQ1 Index,1999-07-21,1999-07-27,4669.325,4561.5,0.0,0.0,-989781.9999999984
da2e183cf8_US1Com_2,US LONG BOND(CBT),US1 Comdty,1999-08-02,1999-08-03,31.3421875,31.3125,0.0,0.0,0.0
da2e183cf8_US1Com_3,US LONG BOND(CBT),US1 Comdty,1999-08-11,1999-08-12,30.025,30.28125,23365237.500000004,782.0,178862.500000001
da2e183cf8_NQ1Ind_3,NASDAQ 100 E-MINI,NQ1 Index,1999-08-20,1999-08-25,4603.725,4721.5,34925800.0,380.0,910324.9999999972
da2e183cf8_US1Com_4,US LONG BOND(CBT),US1 Comdty,1999-08-24,1999-08-25,31.4765625,31.875,22766390.625,725.0,257789.0625
da2e183cf8_NQ1Ind_4,NASDAQ 100 E-MINI,NQ1 Index,1999-08-27,1999-09-02,4744.875,4720.0,35421540.0,374.0,-197265.0
da2e183cf8_US1Com_5,US LONG BOND(CBT),US1 Comdty,1999-09-01,1999-09-02,30.8859375,30.59375,17571125.0,572.0,-152229.68750000035
da2e183cf8_US1Com_6,US LONG BOND(CBT),US1 Comdty,1999-09-03,1999-09-07,29.9765625,31.125,17028481.25,557.0,535171.875
da2e183cf8_NQ1Ind_5,NASDAQ 100 E-MINI,NQ1 Index,1999-09-27,1999-09-28,4716.575,4727.5,30942450.0,329.0,72542.00000000121
da2e183cf8_US1Com_7,US LONG BOND(CBT),US1 Comdty,1999-09-30,1999-10-01,30.0140625,30.6875,16464112.500000002,551.0,324596.87499999936
da2e183cf8_US1Com_8,US LONG BOND(CBT),US1 Comdty,1999-10-08,1999-10-11,29.478125,29.34375,15816281.250000002,539.0,-66649.9999999993
da2e183cf8_US1Com_9,US LONG BOND(CBT),US1 Comdty,1999-10-13,1999-10-14,29.0953125,28.375,16315200.000000002,563.0,-370240.6249999993
da2e183cf8_US1Com_10,US LONG BOND(CBT),US1 Comdty,1999-10-15,1999-10-18,28.1578125,28.75,16074437.500000002,566.0,297870.3125000007
da2e183cf8_US1Com_11,US LONG BOND(CBT),US1 Comdty,1999-10-21,1999-10-22,28.0296875,27.6875,15594012.500000002,559.0,-174515.62500000073
da2e183cf8_NQ1Ind_6,NASDAQ 100 E-MINI,NQ1 Index,1999-10-28,1999-10-29,4763.4,4836.5,34042220.0,358.0,497080.00000000244
da2e183cf8_US1Com_12,US LONG BOND(CBT),US1 Comdty,1999-11-18,1999-11-19,30.8921875,30.78125,22482625.0,730.0,-72442.18749999907
da2e183cf8_US1Com_13,US LONG BOND(CBT),US1 Comdty,1999-11-23,1999-11-24,30.4296875,30.125,21729159.375,716.0,-197742.1875
da2e183cf8_US1Com_14,US LONG BOND(CBT),US1 Comdty,1999-12-17,1999-12-20,28.0,27.875,0.0,0.0,0.0
da2e183cf8_US1Com_15,US LONG BOND(CBT),US1 Comdty,1999-12-21,1999-12-22,27.3875,27.09375,0.0,0.0,0.0
