Date,SEK,CNH,EUR,KRW,ZAR,BRL,CZK,CHF,SGD,CAD,HKD,HUF,AUD,GBP,TRY,JPY,USD
1980-01-01,0.24079,,,,,,,0.627,,,,,,2.2185,,0.004161,1.0
1980-01-02,0.241663,,1.5149,,1.20904,,,0.6339,,0.8578,0.20738,,1.108,2.2427,,0.004194,1.0
1980-01-03,0.242248,,1.5177,,1.20904,,,0.6361,,0.8545,0.20777,,1.1094,2.24,,0.004196,1.0
1980-01-04,0.241517,,1.5129,,1.20948,,,0.6347,,0.8557,0.20759,,1.109,2.237,,0.004259,1.0
1980-01-07,0.242307,,1.5168,,1.20948,,,0.6369,,0.8551,0.20872,,1.1132,2.2615,,0.004319,1.0
1980-01-08,0.241633,,1.5108,,1.20948,,,0.6341,,0.8548,0.20868,,1.1125,2.262,,0.00426,1.0
1980-01-09,0.242043,,1.5161,,1.20948,,,0.6353,,0.8557,0.20863,,1.113,2.266,,0.004256,1.0
1980-01-10,0.241692,,1.5133,,1.21447,,,0.6333,,0.8584,0.20842,,1.112,2.258,,0.004241,1.0
1980-01-11,0.241546,,1.5108,,1.21624,,,0.6317,,0.8584,0.20815,,1.111,2.257,,0.004236,1.0
1980-01-14,0.241458,,1.511,,1.20293,,,0.6317,,0.8574,0.20639,,1.1108,2.2755,,0.004234,1.0
1980-01-15,0.241138,,1.5047,,1.21862,,,0.627,,0.8578,0.20588,,1.1085,2.2765,,0.004173,1.0
1980-01-16,0.241196,,1.5074,,1.213,,,0.6309,,0.8588,0.20648,,1.1105,2.271,,0.004199,1.0
1980-01-17,0.241255,,1.5074,,1.213,,,0.6277,,0.8611,0.20597,,1.11,2.277,,0.004168,1.0
1980-01-18,0.24108,,1.5083,,1.22144,,,0.6277,,0.8608,0.20491,,1.1102,2.2855,,0.004173,1.0
1980-01-21,0.240964,,1.5053,,1.22189,,,0.6232,,0.8613,0.20445,,1.1095,2.2835,,0.004149,1.0
1980-01-22,0.2405,,1.5006,,1.22204,,,0.6215,,0.8628,0.20512,,1.1088,2.275,,0.004172,1.0
1980-01-23,0.24079,,1.5035,,1.22204,,,0.6227,,0.8618,0.20588,,1.1115,2.2775,,0.004215,1.0
1980-01-24,0.240616,,1.5026,,1.22294,,,0.6217,,0.8644,0.2055,,1.1094,2.2778,,0.004178,1.0
1980-01-25,0.240587,,1.5004,,1.22309,,,0.6188,,0.8614,0.20491,,1.1083,2.261,,0.004174,1.0
1980-01-28,0.24024,,1.4993,,1.22354,,,0.6177,,0.8593,0.20366,,1.1076,2.2475,,0.004163,1.0
1980-01-29,0.24001,,1.4979,,1.22294,,,0.6184,,0.8593,0.20379,,1.1058,2.2495,,0.004178,1.0
1980-01-30,0.240154,,1.4986,,1.22294,,,0.6167,,0.8608,0.20379,,1.1072,2.262,,0.004175,1.0
1980-01-31,0.239981,,1.4945,,1.22369,,,0.6105,,0.8632,0.20379,,1.1067,2.2667,,0.004178,1.0
1980-02-01,0.240269,,1.4919,,1.22204,,,0.6122,,0.8651,0.2023,,1.1053,2.274,,0.004159,1.0
1980-02-04,0.240154,,1.4923,,1.22174,,,0.6131,,0.863,0.20136,,1.1062,2.2865,,0.004162,1.0
1980-02-05,0.240471,,1.4952,,1.22174,,,0.615,,0.8607,0.20173,,1.1074,2.2905,,0.004165,1.0
1980-02-06,0.241342,,1.4993,,1.2207,,,0.6227,,0.8623,0.2006,,1.1082,2.312,,0.004165,1.0
1980-02-07,0.24108,,1.4977,,1.22264,,,0.6188,,0.863,0.20016,,1.1091,2.3015,,0.004165,1.0
1980-02-08,0.2405,,1.4948,,1.22339,,,0.6177,,0.8628,0.20128,,1.1073,2.298,,0.004138,1.0
1980-02-11,0.240993,,1.4979,,1.22324,,,0.6184,,0.8629,0.20169,,1.1068,2.3047,,0.004143,1.0
1980-02-12,0.240993,,1.4966,,1.22324,,,0.6184,,0.8629,0.2023,,1.1068,2.3047,,0.004143,1.0
1980-02-13,0.241313,,1.5004,,1.22714,,,0.6198,,0.861,0.20169,,1.1065,2.308,,0.004131,1.0
1980-02-14,0.241022,,1.5011,,1.22774,,,0.6184,,0.8622,0.20136,,1.1065,2.3131,,0.004109,1.0
1980-02-15,0.240327,,1.497,,1.22804,,,0.6139,,0.8605,0.2008,,1.112,2.295,,0.004112,1.0
1980-02-18,0.240327,,1.4957,,1.22804,,,0.6139,,0.8605,0.2002,,1.112,2.295,,0.004112,1.0
1980-02-19,0.23932,,1.4899,,1.23152,,,0.6103,,0.8623,0.20092,,1.1033,2.272,,0.004076,1.0
1980-02-20,0.239722,,1.491,,1.23107,,,0.6083,,0.8657,0.20149,,1.1028,2.2794,,0.004064,1.0
1980-02-21,0.239751,,1.4903,,1.23334,,,0.6096,,0.8687,0.20056,,1.1025,2.2865,,0.004064,1.0
1980-02-22,0.23855,,1.4813,,1.23395,,,0.6017,,0.8674,0.20024,,1.101,2.2745,,0.004041,1.0
1980-02-25,0.238294,,1.4791,,1.23502,,,0.599,,0.8687,0.2002,,1.1,2.276,,0.004027,1.0
1980-02-26,0.238095,,1.4791,,1.23594,,,0.5986,,0.8693,0.19896,,1.0985,2.2767,,0.004031,1.0
1980-02-27,0.238124,,1.4782,,1.23594,,,0.6006,,0.8727,0.19774,,1.099,2.287,,0.004025,1.0
1980-02-28,0.238379,,1.48,,1.23793,,,0.5981,,0.8723,0.19704,,1.099,2.2848,,0.004026,1.0
1980-02-29,0.237361,,1.4689,,1.23777,,,0.5874,,0.8734,0.19688,,1.097,2.273,,0.003974,1.0
1980-03-03,0.236044,,1.4628,,1.23915,,,0.5831,,0.8749,0.19723,,1.0963,2.242,,0.004035,1.0
1980-03-04,0.234852,,1.4588,,1.23854,,,0.5811,,0.8674,0.19735,,1.0975,2.235,,0.004058,1.0
1980-03-05,0.235239,,1.4596,,1.23854,,,0.5846,,0.8716,0.19665,,1.097,2.24,,0.004051,1.0
1980-03-06,0.234412,,1.451,,1.23839,,,0.5831,,0.8671,0.19677,,1.095,2.2335,,0.004031,1.0
1980-03-07,0.233699,,1.4508,,1.23655,,,0.5831,,0.8639,0.19696,,1.095,2.227,,0.004035,1.0
1980-03-10,0.2331,,1.444,,1.23594,,,0.5764,,0.8593,0.19657,,1.094,2.2168,,0.004033,1.0
1980-03-11,0.233427,,1.4422,,1.23655,,,0.5765,,0.8584,0.19665,,1.0959,2.2265,,0.004044,1.0
1980-03-12,0.233372,,1.4436,,1.23747,,,0.5782,,0.8567,0.19665,,1.0962,2.2335,,0.00404,1.0
1980-03-13,0.232612,,1.4341,,1.23762,,,0.5734,,0.8551,0.19557,,1.0945,2.223,,0.004031,1.0
1980-03-14,0.231535,,1.4219,,1.23395,,,0.5701,,0.8485,0.19588,,1.0932,2.213,,0.004015,1.0
1980-03-17,0.22735,,1.3935,,1.23365,,,0.5593,,0.8441,0.19603,,1.0895,2.1875,,0.004018,1.0
1980-03-18,0.227583,,1.3933,,1.23365,,,0.5615,,0.8475,0.19603,,1.0875,2.186,,0.004014,1.0
1980-03-19,0.228206,,1.3959,,1.23456,,,0.5639,,0.8495,0.19603,,1.0862,2.1905,,0.004022,1.0
1980-03-20,0.228571,,1.4008,,1.23594,,,0.5676,,0.8482,0.19569,,1.0875,2.194,,0.004021,1.0
1980-03-21,0.227739,,1.393,,1.23502,,,0.5621,,0.8454,0.19696,,1.0863,2.1835,,0.004017,1.0
1980-03-24,0.226963,,1.3856,,1.23502,,,0.559,,0.8428,0.1988,,1.0858,2.186,,0.004014,1.0
1980-03-25,0.227195,,1.3818,,1.23472,,,0.5562,,0.8377,0.1992,,1.0855,2.1885,,0.004015,1.0
1980-03-26,0.22735,,1.3845,,1.23578,,,0.5573,,0.8416,0.19976,,1.0865,2.1855,,0.004014,1.0
1980-03-27,0.224568,,1.3663,,1.23456,,,0.5469,,0.8421,0.1986,,1.0829,2.174,,0.004002,1.0
1980-03-28,0.224618,,1.362,,1.23456,,,0.5457,,0.8426,0.1988,,1.083,2.169,,0.004006,1.0
1980-03-31,0.223214,,1.3492,,1.23426,,,0.5401,,0.8393,0.1998,,1.0818,2.16,,0.004001,1.0
1980-04-01,0.222321,,1.3339,,1.23426,,,0.5365,,0.8353,0.2004,,1.0775,2.1515,,0.003927,1.0
1980-04-02,0.222272,,1.3463,,1.23456,,,0.5388,,0.8401,0.2004,,1.0712,2.154,,0.003889,1.0
1980-04-03,0.221631,,1.3405,,1.23456,,,0.5366,,0.8382,0.20072,,1.0717,2.139,,0.003888,1.0
1980-04-04,0.220994,,1.3405,,1.23502,,,0.5348,,0.8386,0.2012,,1.07,2.135,,0.003865,1.0
1980-04-07,0.220022,,1.3405,,1.23502,,,0.5328,,0.8416,0.20325,,1.067,2.14,,0.003826,1.0
1980-04-08,0.223914,,1.3446,,1.23426,,,0.5432,,0.8443,0.20366,,1.073,2.179,,0.003873,1.0
1980-04-09,0.228154,,1.3837,,1.23594,,,0.5599,,0.8461,0.2035,,1.0805,2.186,,0.003971,1.0
1980-04-10,0.228467,,1.3824,,1.23685,,,0.5698,,0.8466,0.20458,,1.085,2.1915,,0.004008,1.0
1980-04-11,0.22779,,1.3906,,1.23594,,,0.5721,,0.8478,0.20304,,1.091,2.195,,0.00396,1.0
1980-04-14,0.228781,,1.397,,1.23854,,,0.5737,,0.8457,0.20234,,1.093,2.2035,,0.003979,1.0
1980-04-15,0.226757,,1.3793,,1.23854,,,0.5651,,0.8421,0.20202,,1.0922,2.1875,,0.003957,1.0
1980-04-16,0.229595,,1.3998,,1.23823,,,0.5777,,0.8425,0.20173,,1.0945,2.217,,0.004014,1.0
1980-04-17,0.229621,,1.4037,,1.23931,,,0.5757,,0.8437,0.20441,,1.0945,2.215,,0.004021,1.0
1980-04-18,0.23015,,1.4104,,1.23854,,,0.5747,,0.8442,0.20475,,1.0968,2.2185,,0.00401,1.0
1980-04-21,0.230309,,1.4085,,1.23915,,,0.58,,0.8459,0.20433,,1.0955,2.242,,0.004003,1.0
1980-04-22,0.229568,,1.4031,,1.23992,,,0.5734,,0.8446,0.20296,,1.0965,2.2345,,0.004,1.0
1980-04-23,0.232937,,1.4263,,1.241,,,0.5886,,0.8469,0.20379,,1.1,2.269,,0.004111,1.0
1980-04-24,0.233918,,1.4331,,1.24347,,,0.5881,,0.8461,0.20424,,1.106,2.2635,,0.004087,1.0
1980-04-25,0.234192,,1.4358,,1.24393,,,0.5903,,0.8435,0.2035,,1.106,2.2735,,0.004065,1.0
1980-04-28,0.235377,,1.4461,,1.23854,,,0.5983,,0.8423,0.20325,,1.1105,2.283,,0.004144,1.0
1980-04-29,0.23753,,1.4449,,1.24906,,,0.5988,,0.8407,0.20316,,1.1152,2.2695,,0.004179,1.0
1980-04-30,0.237643,,1.4426,,1.25015,,,0.5997,,0.8417,0.20325,,1.115,2.2585,,0.004178,1.0
1980-05-01,0.237248,,1.443,,1.24984,,,0.5995,,0.8407,0.20329,,1.1142,2.259,,0.004158,1.0
1980-05-02,0.234192,,1.431,,1.25046,,,0.59,,0.838,0.20283,,1.1134,2.2555,,0.004161,1.0
1980-05-05,0.236686,,1.431,,1.25046,,,0.6015,,0.8403,0.20247,,1.114,2.278,,0.004216,1.0
1980-05-06,0.23753,,1.4495,,1.25502,,,0.604,,0.8421,0.20242,,1.121,2.2795,,0.004314,1.0
1980-05-07,0.237192,,1.4524,,1.26008,,,0.6061,,0.8445,0.20325,,1.124,2.2815,,0.004313,1.0
1980-05-08,0.236686,,1.4468,,1.26135,,,0.6017,,0.8482,0.20283,,1.1238,2.285,,0.004281,1.0
1980-05-09,0.23571,,1.4362,,1.26071,,,0.5945,,0.8462,0.20316,,1.1244,2.267,,0.004314,1.0
1980-05-12,0.236295,,1.4478,,1.26071,,,0.602,,0.8484,0.20321,,1.128,2.281,,0.004409,1.0
1980-05-13,0.236742,,1.447,,1.26326,,,0.5999,,0.8505,0.20379,,1.1295,2.279,,0.004391,1.0
1980-05-14,0.237079,,1.4495,,1.26406,,,0.6024,,0.8511,0.20325,,1.1305,2.2975,,0.004401,1.0
1980-05-15,0.237107,,1.4495,,1.26486,,,0.6008,,0.8493,0.20325,,1.129,2.3005,,0.00439,1.0
1980-05-16,0.23663,,1.447,,1.26518,,,0.5984,,0.8514,0.20283,,1.127,2.284,,0.004355,1.0
1980-05-19,0.236183,,1.4438,,1.26422,,,0.5965,,0.8507,0.20226,,1.129,2.2835,,0.004367,1.0
1980-05-20,0.235793,,1.442,,1.26518,,,0.5954,,0.8517,0.20259,,1.1315,2.291,,0.00441,1.0
1980-05-21,0.237643,,1.4535,,1.26951,,,0.6015,,0.8624,0.20283,,1.134,2.3305,,0.004456,1.0
1980-05-22,0.237869,,1.4539,,1.27097,,,0.6019,,0.8614,0.20283,,1.1372,2.3285,,0.004463,1.0
1980-05-23,0.239234,,1.4603,,1.27485,,,0.6061,,0.862,0.20304,,1.1405,2.344,,0.00452,1.0
1980-05-26,0.239234,,1.4603,,1.27485,,,0.6061,,0.862,0.20325,,1.1405,2.344,,0.00452,1.0
1980-05-27,0.240385,,1.4725,,1.27599,,,0.6107,,0.8629,0.20337,,1.1485,2.37,,0.004562,1.0
1980-05-28,0.239521,,1.4676,,1.27,,,0.6079,,0.86,0.20325,,1.146,2.359,,0.004474,1.0
1980-05-29,0.239063,,1.4663,,1.27746,,,0.605,,0.8624,0.20325,,1.146,2.346,,0.004468,1.0
1980-05-30,0.238664,,1.4646,,1.27632,,,0.6017,,0.863,0.20271,,1.1428,2.3425,,0.004484,1.0
1980-06-02,0.238152,,1.4631,,1.28106,,,0.6023,,0.863,0.20283,,1.1465,2.3365,,0.004473,1.0
1980-06-03,0.238692,,1.4637,,1.28155,,,0.6046,,0.861,0.20263,,1.143,2.303,,0.00449,1.0
1980-06-04,0.238806,,1.4669,,1.28254,,,0.6072,,0.8633,0.20242,,1.144,2.3215,,0.004517,1.0
1980-06-05,0.239464,,1.4667,,1.28254,,,0.6068,,0.8643,0.20271,,1.1448,2.3305,,0.004538,1.0
1980-06-06,0.239636,,1.4669,,1.28353,,,0.6116,,0.8673,0.20242,,1.148,2.3318,,0.00456,1.0
1980-06-09,0.240269,,1.4754,,1.28799,,,0.6163,,0.8689,0.20193,,1.1537,2.3505,,0.004622,1.0
1980-06-10,0.240385,,1.4754,,1.28899,,,0.6163,,0.8692,0.2023,,1.1536,2.3327,,0.004634,1.0
1980-06-11,0.240038,,1.4721,,1.28865,,,0.6139,,0.8718,0.20234,,1.154,2.3348,,0.004592,1.0
1980-06-12,0.240211,,1.4734,,1.28899,,,0.6158,,0.8714,0.20234,,1.1543,2.3385,,0.004619,1.0
1980-06-13,0.241546,,1.4808,,1.29098,,,0.6198,,0.8725,0.20247,,1.1565,2.3425,,0.00463,1.0
1980-06-16,0.240761,,1.4738,,1.29249,,,0.612,,0.8709,0.20283,,1.1565,2.3405,,0.00463,1.0
1980-06-17,0.239837,,1.4695,,1.29249,,,0.6135,,0.868,0.20271,,1.1555,2.3306,,0.00463,1.0
1980-06-18,0.240385,,1.4747,,1.29249,,,0.6161,,0.8695,0.20283,,1.1565,2.3323,,0.004635,1.0
1980-06-19,0.239981,,1.4706,,1.29249,,,0.6105,,0.8708,0.20333,,1.1553,2.3355,,0.004622,1.0
1980-06-20,0.240154,,1.471,,1.29232,,,0.6127,,0.8699,0.20312,,1.1552,2.335,,0.004604,1.0
1980-06-23,0.24001,,1.4723,,1.29332,,,0.6118,,0.8698,0.203,,1.1573,2.341,,0.004628,1.0
1980-06-24,0.239578,,1.4704,,1.29399,,,0.6098,,0.8701,0.20308,,1.1558,2.3357,,0.004617,1.0
1980-06-25,0.239578,,1.4706,,1.29416,,,0.6104,,0.8673,0.20312,,1.1545,2.336,,0.004588,1.0
1980-06-26,0.240211,,1.4719,,1.29433,,,0.614,,0.8681,0.20308,,1.1558,2.3435,,0.004604,1.0
1980-06-27,0.240819,,1.4723,,1.29718,,,0.6144,,0.8701,0.203,,1.156,2.347,,0.004597,1.0
1980-06-30,0.240385,,1.4741,,1.29903,,,0.6136,,0.8687,0.20312,,1.155,2.3555,,0.004548,1.0
1980-07-01,0.240674,,1.4745,,1.29971,,,0.6148,,0.8694,0.20316,,1.1557,2.3615,,0.004556,1.0
1980-07-02,0.241313,,1.4769,,1.30022,,,0.6175,,0.8718,0.20312,,1.1571,2.358,,0.00457,1.0
1980-07-03,0.24108,,1.4767,,1.30022,,,0.62,,0.8743,0.20312,,1.157,2.3483,,0.004566,1.0
1980-07-04,0.24108,,1.481,,1.30022,,,0.62,,0.8743,0.20292,,1.157,2.3483,,0.004566,1.0
1980-07-07,0.242601,,1.4894,,1.30157,,,0.6299,,0.8754,0.20275,,1.1605,2.3825,,0.004589,1.0
1980-07-08,0.242777,,1.4941,,1.30531,,,0.6285,,0.8741,0.20275,,1.1593,2.373,,0.004564,1.0
1980-07-09,0.24266,,1.4923,,1.30633,,,0.6268,,0.8731,0.2023,,1.1603,2.3735,,0.004584,1.0
1980-07-10,0.243191,,1.4905,,1.30753,,,0.627,,0.8723,0.20242,,1.1617,2.3755,,0.004611,1.0
1980-07-11,0.243161,,1.4908,,1.30753,,,0.627,,0.8695,0.20222,,1.1622,2.3777,,0.004593,1.0
1980-07-14,0.242483,,1.4885,,1.30753,,,0.6231,,0.8691,0.20202,,1.1612,2.3755,,0.004582,1.0
1980-07-15,0.242483,,1.4852,,1.30616,,,0.6211,,0.8672,0.20128,,1.1594,2.3715,,0.004558,1.0
1980-07-16,0.242542,,1.4877,,1.3065,,,0.6232,,0.8683,0.20128,,1.1611,2.3715,,0.00457,1.0
1980-07-17,0.243546,,1.4928,,1.30941,,,0.6262,,0.8699,0.20161,,1.1616,2.38,,0.004577,1.0
1980-07-18,0.242718,,1.485,,1.30872,,,0.6208,,0.869,0.20181,,1.1603,2.3742,,0.00454,1.0
1980-07-21,0.242984,,1.4897,,1.30992,,,0.624,,0.8671,0.20185,,1.1516,2.3795,,0.004538,1.0
1980-07-22,0.243368,,1.4928,,1.31044,,,0.6258,,0.8672,0.20136,,1.1612,2.388,,0.004525,1.0
1980-07-23,0.242807,,1.4919,,1.31095,,,0.6248,,0.8664,0.2014,,1.1578,2.3845,,0.004461,1.0
1980-07-24,0.243487,,1.4957,,1.31199,,,0.627,,0.8675,0.20153,,1.1597,2.3965,,0.00448,1.0
1980-07-25,0.243339,,1.4932,,1.31406,,,0.6255,,0.8644,0.20173,,1.1587,2.3905,,0.004437,1.0
1980-07-28,0.242689,,1.4908,,1.3144,,,0.6221,,0.8594,0.20161,,1.1577,2.3862,,0.004398,1.0
1980-07-29,0.241955,,1.4806,,1.3125,,,0.616,,0.8591,0.20161,,1.1562,2.371,,0.004409,1.0
1980-07-30,0.240674,,1.4697,,1.31302,,,0.6068,,0.857,0.20161,,1.1553,2.348,,0.004404,1.0
1980-07-31,0.239866,,1.4605,,1.30992,,,0.6068,,0.8607,0.20145,,1.1515,2.3425,,0.004398,1.0
1980-08-01,0.239406,,1.4531,,1.30787,,,0.6013,,0.8632,0.20161,,1.1506,2.333,,0.004405,1.0
1980-08-04,0.23912,,1.4575,,1.31061,,,0.6062,,0.8636,0.20149,,1.1515,2.3425,,0.004424,1.0
1980-08-05,0.240529,,1.4643,,1.31354,,,0.6099,,0.864,0.20161,,1.1542,2.3555,,0.00442,1.0
1980-08-06,0.240761,,1.4693,,1.31457,,,0.6135,,0.8648,0.20161,,1.1562,2.374,,0.004439,1.0
1980-08-07,0.239923,,1.4611,,1.31475,,,0.6081,,0.8633,0.20161,,1.1552,2.3698,,0.004431,1.0
1980-08-08,0.239664,,1.4599,,1.31423,,,0.6059,,0.8643,0.20161,,1.1552,2.372,,0.004419,1.0
1980-08-11,0.239808,,1.4592,,1.31406,,,0.6059,,0.8622,0.20161,,1.1556,2.3718,,0.004429,1.0
1980-08-12,0.240385,,1.4607,,1.31423,,,0.6094,,0.8615,0.20169,,1.1578,2.373,,0.004486,1.0
1980-08-13,0.240414,,1.462,,1.31908,,,0.6083,,0.8623,0.20181,,1.1596,2.3755,,0.004464,1.0
1980-08-14,0.239923,,1.4571,,1.31717,,,0.6081,,0.8628,0.2021,,1.159,2.3755,,0.004456,1.0
1980-08-15,0.23955,,1.4569,,1.31752,,,0.6083,,0.8624,0.20202,,1.1587,2.3795,,0.00443,1.0
1980-08-18,0.239063,,1.4463,,1.31492,,,0.603,,0.859,0.2021,,1.1557,2.369,,0.004419,1.0
1980-08-19,0.238664,,1.4459,,1.31527,,,0.6021,,0.8587,0.20202,,1.1568,2.36,,0.004457,1.0
1980-08-20,0.239206,,1.448,,1.31578,,,0.603,,0.8612,0.20202,,1.1582,2.3685,,0.004461,1.0
1980-08-21,0.239607,,1.4468,,1.31475,,,0.6037,,0.8617,0.20193,,1.1575,2.369,,0.004449,1.0
1980-08-22,0.237897,,1.4405,,1.31596,,,0.5974,,0.8623,0.20161,,1.1578,2.3655,,0.004468,1.0
1980-08-25,0.23855,,1.4405,,1.31596,,,0.599,,0.8631,0.20149,,1.1584,2.3685,,0.00448,1.0
1980-08-26,0.23872,,1.4411,,1.31596,,,0.6016,,0.8629,0.20161,,1.1618,2.3795,,0.004558,1.0
1980-08-27,0.239292,,1.4436,,1.31908,,,0.6019,,0.863,0.20181,,1.1616,2.3905,,0.004552,1.0
1980-08-28,0.240038,,1.4512,,1.32013,,,0.6079,,0.8651,0.2021,,1.165,2.389,,0.004587,1.0
1980-08-29,0.239636,,1.4466,,1.31995,,,0.6064,,0.8639,0.20181,,1.1648,2.396,,0.004564,1.0
1980-09-01,0.239636,,1.452,,1.31995,,,0.6064,,0.8639,0.20161,,1.1648,2.396,,0.004564,1.0
1980-09-02,0.241051,,1.4584,,1.32608,,,0.6112,,0.8654,0.20149,,1.1686,2.418,,0.004631,1.0
1980-09-03,0.241109,,1.4586,,1.32555,,,0.6139,,0.8635,0.20052,,1.1695,2.4155,,0.004615,1.0
1980-09-04,0.241196,,1.4614,,1.32696,,,0.6135,,0.8605,0.2006,,1.1707,2.418,,0.004604,1.0
1980-09-05,0.240703,,1.4571,,1.32731,,,0.6116,,0.8599,0.2006,,1.1685,2.413,,0.004587,1.0
1980-09-08,0.241371,,1.4594,,1.32643,,,0.6151,,0.8589,0.20052,,1.1696,2.4175,,0.004615,1.0
1980-09-09,0.241488,,1.459,,1.32696,,,0.613,,0.8601,0.2,,1.1697,2.4005,,0.004613,1.0
1980-09-10,0.240993,,1.4582,,1.32538,,,0.6134,,0.8607,0.19988,,1.1697,2.402,,0.004618,1.0
1980-09-11,0.24108,,1.4603,,1.32731,,,0.6141,,0.8603,0.19968,,1.1711,2.4115,,0.004663,1.0
1980-09-12,0.240761,,1.4577,,1.32996,,,0.6133,,0.861,0.19968,,1.1726,2.4135,,0.00469,1.0
1980-09-15,0.240616,,1.4541,,1.32802,,,0.6127,,0.8587,0.1998,,1.1725,2.396,,0.004703,1.0
1980-09-16,0.240964,,1.4541,,1.32784,,,0.612,,0.8576,0.19992,,1.1717,2.3865,,0.004729,1.0
1980-09-17,0.241138,,1.4565,,1.3289,,,0.6134,,0.8543,0.19988,,1.173,2.3923,,0.004718,1.0
1980-09-18,0.240356,,1.4493,,1.32855,,,0.6091,,0.856,0.19932,,1.1719,2.384,,0.004695,1.0
1980-09-19,0.240096,,1.4449,,1.32696,,,0.6081,,0.8571,0.199,,1.1722,2.3855,,0.004744,1.0
1980-09-22,0.239521,,1.4386,,1.32802,,,0.6031,,0.8573,0.19876,,1.1712,2.403,,0.004655,1.0
1980-09-23,0.239808,,1.4351,,1.32784,,,0.602,,0.8607,0.199,,1.1674,2.402,,0.004584,1.0
1980-09-24,0.24079,,1.4449,,1.32714,,,0.6081,,0.8577,0.1994,,1.1677,2.399,,0.004663,1.0
1980-09-25,0.240616,,1.4447,,1.32749,,,0.6079,,0.8573,0.1996,,1.1702,2.3992,,0.004651,1.0
1980-09-26,0.24108,,1.438,,1.32819,,,0.6077,,0.8564,0.19952,,1.17,2.3915,,0.004724,1.0
1980-09-29,0.240125,,1.4325,,1.32696,,,0.6045,,0.853,0.199,,1.1692,2.3905,,0.004708,1.0
1980-09-30,0.240327,,1.4341,,1.32661,,,0.6048,,0.8543,0.19872,,1.171,2.387,,0.004743,1.0
1980-10-01,0.240471,,1.4366,,1.31717,,,0.609,,0.854,0.19794,,1.1749,2.391,,0.004796,1.0
1980-10-02,0.24001,,1.4343,,1.32837,,,0.6075,,0.8534,0.19774,,1.175,2.386,,0.004804,1.0
1980-10-03,0.24024,,1.4341,,1.32696,,,0.6077,,0.8559,0.19821,,1.175,2.3883,,0.004817,1.0
1980-10-06,0.24079,,1.442,,1.33102,,,0.6124,,0.8573,0.19751,,1.1763,2.3978,,0.00481,1.0
1980-10-07,0.240529,,1.438,,1.3312,,,0.6104,,0.8565,0.19692,,1.1747,2.3925,,0.004788,1.0
1980-10-08,0.240674,,1.4391,,1.3312,,,0.6105,,0.8561,0.19677,,1.1759,2.393,,0.0048,1.0
1980-10-09,0.240211,,1.4384,,1.3312,,,0.6112,,0.8577,0.19723,,1.1758,2.3972,,0.004786,1.0
1980-10-10,0.240616,,1.4389,,1.33244,,,0.6112,,0.8584,0.19704,,1.176,2.4028,,0.004785,1.0
1980-10-13,0.240616,,1.4368,,1.33244,,,0.6112,,0.8584,0.19704,,1.176,2.4028,,0.004785,1.0
1980-10-14,0.239808,,1.431,,1.32257,,,0.6079,,0.8589,0.19755,,1.1777,2.4078,,0.004843,1.0
1980-10-15,0.239693,,1.4241,,1.33155,,,0.607,,0.8584,0.19735,,1.1762,2.407,,0.004824,1.0
1980-10-16,0.23932,,1.4219,,1.33191,,,0.6059,,0.8574,0.19623,,1.1754,2.4165,,0.004804,1.0
1980-10-17,0.238493,,1.4138,,1.33173,,,0.6031,,0.857,0.19569,,1.1753,2.413,,0.004803,1.0
1980-10-20,0.237417,,1.4019,,1.33226,,,0.6031,,0.8568,0.1958,,1.1753,2.4295,,0.004793,1.0
1980-10-21,0.237756,,1.3996,,1.33475,,,0.6035,,0.8568,0.1958,,1.1747,2.435,,0.004809,1.0
1980-10-22,0.237023,,1.3965,,1.33493,,,0.601,,0.8563,0.19588,,1.1743,2.4345,,0.004777,1.0
1980-10-23,0.237671,,1.3998,,1.33493,,,0.6015,,0.8554,0.19596,,1.173,2.442,,0.004753,1.0
1980-10-24,0.237332,,1.3967,,1.33547,,,0.5968,,0.8569,0.19538,,1.1728,2.44,,0.0047,1.0
1980-10-27,0.236016,,1.3885,,1.33511,,,0.5884,,0.8534,0.1955,,1.17,2.438,,0.004678,1.0
1980-10-28,0.235183,,1.3797,,1.33297,,,0.5857,,0.8509,0.19474,,1.1694,2.4345,,0.004689,1.0
1980-10-29,0.236016,,1.385,,1.33351,,,0.5896,,0.8514,0.19455,,1.1711,2.441,,0.004762,1.0
1980-10-30,0.235433,,1.3774,,1.33368,,,0.5841,,0.849,0.19531,,1.1735,2.438,,0.004751,1.0
1980-10-31,0.235183,,1.3734,,1.33368,,,0.5831,,0.8508,0.19577,,1.172,2.4365,,0.004738,1.0
1980-11-03,0.233672,,1.3635,,1.33191,,,0.5824,,0.8482,0.19569,,1.1708,2.443,,0.004744,1.0
1980-11-04,0.233672,,1.365,,1.33191,,,0.5824,,0.8482,0.19627,,1.1708,2.443,,0.004744,1.0
1980-11-05,0.232693,,1.3481,,1.33244,,,0.5741,,0.8444,0.19569,,1.1711,2.446,,0.004731,1.0
1980-11-06,0.232019,,1.345,,1.3328,,,0.573,,0.8416,0.19504,,1.1701,2.438,,0.004703,1.0
1980-11-07,0.230787,,1.3383,,1.32855,,,0.5731,,0.8425,0.195,,1.1658,2.418,,0.004693,1.0
1980-11-10,0.233754,,1.3656,,1.32908,,,0.5857,,0.8449,0.19493,,1.1644,2.3965,,0.004773,1.0
